Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-19 00:00:00+05:30,83969.8203125,83979.359375,82264.203125,82498.140625,13400,0.0,0.0
2026-02-20 00:00:00+05:30,82272.4921875,83132.078125,82206.2109375,82814.7109375,19600,0.0,0.0
2026-02-23 00:00:00+05:30,82906.828125,83486.1484375,82906.828125,83294.65625,20300,0.0,0.0
2026-02-24 00:00:00+05:30,83052.5390625,83079.5078125,81934.7265625,82225.921875,20200,0.0,0.0
2026-02-25 00:00:00+05:30,82530.1171875,82957.90625,82132.6328125,82276.0703125,19200,0.0,0.0
2026-02-26 00:00:00+05:30,82418.78125,82579.15625,81970.46875,82248.609375,122500,0.0,0.0
2026-02-27 00:00:00+05:30,82220.4765625,82246.171875,81159.1484375,81287.1875,15800,0.0,0.0
2026-03-02 00:00:00+05:30,78543.7265625,80632.546875,78543.7265625,80238.8515625,30600,0.0,0.0
2026-03-04 00:00:00+05:30,78528.8203125,79527.40625,78443.203125,79116.1875,21800,0.0,0.0
2026-03-05 00:00:00+05:30,79530.4765625,80303.828125,79201.6875,80015.8984375,22200,0.0,0.0
2026-03-06 00:00:00+05:30,79658.9921875,79753.03125,78812.1796875,78918.8984375,18100,0.0,0.0
2026-03-09 00:00:00+05:30,77056.75,77711.3515625,76424.546875,77566.15625,16600,0.0,0.0
2026-03-10 00:00:00+05:30,78375.7265625,78526.25,77745.46875,78205.9765625,22000,0.0,0.0
2026-03-11 00:00:00+05:30,78238.90625,78324.3671875,76759.2578125,76863.7109375,16400,0.0,0.0
2026-03-12 00:00:00+05:30,76369.6484375,76681.7109375,75871.1796875,76034.421875,22700,0.0,0.0
2026-03-13 00:00:00+05:30,75444.21875,75576.203125,74454.6015625,74563.921875,18500,0.0,0.0
2026-03-16 00:00:00+05:30,74415.7890625,75805.2734375,73949.7578125,75502.8515625,16700,0.0,0.0
2026-03-17 00:00:00+05:30,75826.6796875,76304.2578125,75324.7265625,76070.84375,35200,0.0,0.0
2026-03-18 00:00:00+05:30,76367.546875,77000.21875,76187.921875,76704.1328125,19300,0.0,0.0
2026-03-19 00:00:00+05:30,74750.921875,75354.1796875,73950.953125,74207.2421875,31000,0.0,0.0
2026-03-20 00:00:00+05:30,74559.3828125,75286.390625,74385.0390625,74532.9609375,19000,0.0,0.0
2026-03-23 00:00:00+05:30,73732.578125,73732.578125,72558.4375,72696.390625,19300,0.0,0.0
2026-03-24 00:00:00+05:30,74212.46875,74489.390625,73084.4609375,74068.453125,0,0.0,0.0
