Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-24 09:30:00-04:00,250.49000549316406,250.92999267578125,249.5500030517578,250.19000244140625,1183889,0.0,0.0
2026-03-24 09:31:00-04:00,250.1999969482422,251.18809509277344,249.82009887695312,250.99000549316406,130453,0.0,0.0
2026-03-24 09:32:00-04:00,251.01010131835938,251.0800018310547,250.69000244140625,250.85499572753906,84990,0.0,0.0
2026-03-24 09:33:00-04:00,250.86000061035156,251.02000427246094,250.38999938964844,251.02000427246094,112477,0.0,0.0
2026-03-24 09:34:00-04:00,251.0,251.4499053955078,250.99000549316406,251.2100067138672,75669,0.0,0.0
2026-03-24 09:35:00-04:00,251.3000030517578,251.4199981689453,250.80999755859375,251.30499267578125,80957,0.0,0.0
2026-03-24 09:36:00-04:00,251.33999633789062,251.5,251.14999389648438,251.5,103080,0.0,0.0
2026-03-24 09:37:00-04:00,251.5,251.99000549316406,251.4600067138672,251.75999450683594,96544,0.0,0.0
2026-03-24 09:38:00-04:00,251.7949981689453,251.86000061035156,251.42999267578125,251.49000549316406,58044,0.0,0.0
2026-03-24 09:39:00-04:00,251.44000244140625,251.60000610351562,251.25999450683594,251.38999938964844,83015,0.0,0.0
2026-03-24 09:40:00-04:00,251.3704071044922,251.55999755859375,251.24000549316406,251.34719848632812,81595,0.0,0.0
2026-03-24 09:41:00-04:00,251.33999633789062,251.4199981689453,251.07000732421875,251.07000732421875,70697,0.0,0.0
2026-03-24 09:42:00-04:00,251.14999389648438,252.0500030517578,251.1199951171875,252.0500030517578,144996,0.0,0.0
2026-03-24 09:43:00-04:00,252.02999877929688,252.07000732421875,251.72000122070312,251.7899932861328,124819,0.0,0.0
2026-03-24 09:44:00-04:00,251.7899932861328,251.9600067138672,251.60000610351562,251.67999267578125,58013,0.0,0.0
2026-03-24 09:45:00-04:00,251.69000244140625,251.75,251.3800048828125,251.4550018310547,81679,0.0,0.0
2026-03-24 09:46:00-04:00,251.4600067138672,252.13999938964844,251.33999633789062,251.97999572753906,106552,0.0,0.0
2026-03-24 09:47:00-04:00,251.97000122070312,252.14999389648438,251.8699951171875,251.9801025390625,79932,0.0,0.0
2026-03-24 09:48:00-04:00,252.0050048828125,252.1699981689453,251.55999755859375,251.68519592285156,69197,0.0,0.0
2026-03-24 09:49:00-04:00,251.57000732421875,251.72000122070312,251.4199981689453,251.66000366210938,83051,0.0,0.0
